Transaction_ID,Order_Date,Delivery_Date,Company_Name,Industry,Country,Region,Customer_Segment,Sales_Rep,Channel,Product_Name,Unit_Price,Quantity,Discount_Pct,Revenue,COGS,Gross_Profit,Tax_Rate,Tax_Amount,Net_Profit,Revenue_Target,Payment_Method,Transaction_Status,Priority,Units_Returned,Customer_Satisfaction,Rating,Repeat_Customer,Contract_Length_Months,Notes
TXN-102916,2026-08-18,2023-10-09,PrimeSolutions,E-Commerce,United Kingdom,Europe,Mid-Market,James Teller,Partner,Consulting Service,8323.69,288,0.19,1941750.4,926370.44,1015379.96,0.06,116505.02,898874.94,117465.42,Invoice Net 60,Refunded,High,29,Very Dissatisfied,4.0,Yes,20,VIP client
TXN-101044,2023-04-20,2023-05-15,AlphaVentures,Technology,Japan,Middle East,Government,Maria Santos,Online,Support Contract,5935.16,83,0.31,339906.61,206814.64,133091.97,0.06,20394.4,112697.57,259302.05,PayPal,Pending,Low,8,Very Satisfied,2.6,No,36,Negotiated price
TXN-100199,2021-03-15,2021-04-17,NovaBiz,Consulting,UAE,Latin America,Enterprise,James Teller,Partner,Maintenance Plan,6038.39,174,0.32,714462.3,403606.1,310856.2,0.22,157181.71,153674.49,30766.13,PayPal,Completed,High,12,Dissatisfied,4.2,No,1,Follow-up required
TXN-100881,2021-01-02,2021-01-26,Vertex Partners,Manufacturing,Brazil,Middle East,Government,Emma Clarke,Social Media,Training Package,5278.98,83,0.21,346142.72,177202.71,168940.01,0.22,76151.4,92788.61,216150.39,Cash,refunded,Low,3,Neutral,4.4,No,6,Renewal
TXN-103975,2024-03-09,2024-03-31,Acme Corp,Consulting,Japan,North America,SMB,James Teller,Partner,Analytics Suite,8287.31,33,0.02,268011.61,169372.65,98638.96,0.2,53602.32,45036.64,78961.6,Invoice Net 60,Cancelled,Low,3,Neutral,2.6,Yes,24,Urgent delivery
TXN-103784,2023-09-04,2023-10-01,Vertex Partners,FMCG,United States,Latin America,Startup,Maria Santos,Online,Maintenance Plan,108.33,105,0.09,10350.93,6571.15,3779.78,0.26,2691.24,1088.54,18330.72,Invoice Net 30,Completed,Critical,6,Neutral,3.3,Yes,23,None
TXN-102418,2023-05-28,2023-06-03,GlobalTech,FMCG,United Kingdom,Africa,Government,Carlos Rivera,Cold Outreach,Analytics Suite,9015.62,192,0.0,1730999.04,1027437.96,703561.08,0.16,276959.85,426601.23,469305.8,PayPal,Refunded,High,12,Satisfied,3.7,Yes,14,Urgent delivery
TXN-100805,2021-10-01,2021-11-15,NovaBiz,FMCG,Philippines,North America,Startup,Aisha Bello,Online,Support Contract,13393.22,47,0.13,547648.77,304450.69,243198.08,0.29,158818.14,84379.94,402771.75,Invoice Net 30,Completed,Low,0,Very Satisfied,1.5,Yes,8,Escalated
TXN-102114,2021-10-15,2021-12-08,AlphaVentures,FMCG,Philippines,Middle East,Startup,Priya Nair,Online,Analytics Suite,7524.14,470,0.04,3394891.97,1643546.66,1751345.31,0.09,305540.28,1445805.03,351229.0,Invoice Net 30,Completed,Medium,34,Satisfied,2.3,Yes,14,Escalated
TXN-100084,03/23/2020,2020-03-26,Vertex Partners,Logistics,Philippines,Latin America,government,Carlos Rivera,Cold Outreach,Training Package,631.76,366,0.13,-201165.02,103763.02,97402.0,0.16,32186.4,65215.6,305098.96,Cash,Processing,Critical,32,Very Dissatisfied,2.3,No,9,Escalated
TXN-100491,2021-02-20,2021-02-23,Nexus Co,Consulting,Germany,Europe,Government,Sofia Andrade,Cold Outreach,Training Package,12159.63,458,0.0,5569110.54,3458612.48,2110498.06,0.19,1058131.0,1052367.06,432923.12,PayPal,Processing,Medium,43,Very Satisfied,3.7,No,12,Renewal
TXN-100106,2023-02-05,2023-03-08,Acme Corp,Healthcare,Germany,Africa,Government,Sofia Andrade,Partner,Software License,888.92,17735,0.28,-3200.11,1212.65,1987.46,0.26,832.03,1155.43,324229.08,Credit Card,Cancelled,,0,Satisfied,4.6,No,7,Bulk order
TXN-102436,2021-12-21,2021-12-29,BetaGroup,Finance,Singapore,North America,Startup,Kenji Tanaka,Online,Consulting Service,4657.52,236,0.14,945290.26,645452.08,299838.18,0.29,274134.18,25704.0,370813.12,Cash,Refunded,Low,13,Dissatisfied,2.1,Yes,35,Negotiated price
TXN-104813,2023-05-27,2023-06-02,PrimeSolutions,Technology,,Africa,Startup,Kenji Tanaka,Referral,Consulting Service,7235.13,216,0.03,1515904.44,598204.74,917699.7,0.07,106113.31,811586.39,109967.58,Invoice Net 30,Pending,High,0,Satisfied,4.6,No,11,Escalated
TXN-103163,2024-04-27,2024-05-13,BetaGroup,FMCG,Philippines,North America,Mid-Market,Carlos Rivera,Cold Outreach,Integration Module,14034.96,500,0.08,6456081.6,2883299.86,3572781.74,0.16,1032973.06,2539808.68,178000.58,Cash,Cancelled,High,72,Dissatisfied,2.7,Yes,20,VIP client
TXN-101755,2023-06-12,2023-06-16,AlphaVentures,Technology,United States,Europe,Mid-Market,Aisha Bello,Referral,Integration Module,7275.37,148,0.1,-969079.28,533318.97,435760.31,0.11,106598.72,329161.59,58074.67,Invoice Net 30,Processing,Low,2,Very Dissatisfied,6.5,No,31,First purchase
TXN-103076,05/05/2025,2025-06-26,Zenith Ltd,Retail,Philippines,Asia Pacific,Enterprise,Sofia Andrade,Partner,Maintenance Plan,2159.74,458,0.0,989160.92,478121.84,511039.08,0.15,148374.14,362664.94,172048.01,PayPal,Pending,High,56,Very Satisfied,0.0,No,29,Standard order
TXN-103357,2021-03-21,2021-05-11,Orion Inc,Technology,Germany,Latin America,Startup,Emma Clarke,Cold Outreach,Integration Module,8594.74,185,0.38,985816.68,622027.93,363788.75,0.15,147872.5,215916.25,421023.08,Cash,Pending,Critical,14,Satisfied,4.8,No,11,Standard order
TXN-100029,2024-10-08,2024-10-29,PrimeSolutions,Retail,Germany,Africa,Startup,Sofia Andrade,Cold Outreach,Maintenance Plan,2768.51,109,0.14,-259520.13,114298.72,145221.41,0.12,31142.42,114078.99,300096.73,Invoice Net 30,Refunded,Critical,8,Dissatisfied,1.0,Yes,36,Urgent delivery
TXN-101703,2023-11-28,2024-01-24,NovaBiz,Logistics,Philippines,Africa,Enterprise,Chen Wei,Online,Training Package,12537.42,297,0.18,3053363.27,1126954.01,1926409.26,0.2,610672.65,1315736.61,31571.65,Cash,Processing,Medium,36,Dissatisfied,4.3,No,21,Urgent delivery
TXN-104620,2023-02-10,2023-04-01,Acme Corp,Retail,Japan,Latin America,Government,Chen Wei,Direct Sales,Custom Development,6402.94,404,0.29,1836619.31,1079383.6,757235.71,0.18,330591.48,426644.23,259236.15,Cash,Completed,Critical,47,Satisfied,1.1,No,24,None
TXN-104252,2022-10-30,2022-11-07,Vertex Partners,Healthcare,Canada,Europe,SMB,Kenji Tanaka,Partner,Analytics Suite,9090.34,495,0.16,3779763.37,2240344.0,1539419.37,0.25,944940.84,594478.53,473777.28,Invoice Net 30,Completed,Medium,35,Very Satisfied,2.7,Yes,28,VIP client
TXN-104286,2020-03-29,2020-04-24,GlobalTech,Healthcare,Philippines,Middle East,SMB,James Teller,Direct Sales,Maintenance Plan,3038.43,230,0.16,587024.68,220003.48,367021.2,0.18,105664.44,261356.76,487339.77,Invoice Net 60,Refunded,High,1,Very Dissatisfied,4.5,Yes,20,Negotiated price
TXN-103747,2020-09-04,01-Oct-2020,AlphaVentures,E-Commerce,Australia,Africa,Government,Kenji Tanaka,Direct Sales,Analytics Suite,10604.3,299,0.14,2726789.7,1144466.81,1582322.89,0.08,218143.18,1364179.71,47492.88,Cash,Processing,High,6,Dissatisfied,3.7,Yes,7,???
TXN-102718,2025-02-06,2025-03-18,  BetaGroup  ,E-Commerce,Philippines,North America,Mid-Market,Carlos Rivera,Online,Support Contract,10382.44,353,0.16,3078601.11,1589815.32,1488785.79,0.25,769650.28,719135.51,468818.46,,refunded,Critical,23,Very Satisfied,3.5,Yes,15,Renewal
TXN-103670,2021-10-09,2021-11-14,Zenith Ltd,Finance,United States,Asia Pacific,SMB,Carlos Rivera,Partner,Analytics Suite,4022.86,355,0.11,1271022.62,885697.23,385325.39,0.19,241494.3,143831.09,51193.09,Invoice Net 30,Processing,Critical,17,,2.1,No,19,Standard order
TXN-103478,2022-03-13,2022-03-26,Acme Corp,Real Estate,Singapore,Middle East,Startup,Aisha Bello,Partner,Software License,14229.36,251,0.04,3428706.59,2310044.73,1118661.86,0.19,651454.25,467207.61,265899.34,Check,Cancelled,High,6,Very Satisfied,2.8,Yes,31,Standard order
TXN-103450,2021-09-23,2021-11-19,NovaBiz,Retail,UAE,North America,Startup,Aisha Bello,Cold Outreach,Software License,434.29,292,0.04,121740.17,50989.18,70750.99,0.08,9739.21,61011.78,241878.35,Check,Cancelled,Medium,1,Very Dissatisfied,3.3,No,14,First purchase
TXN-100168,2020-06-02,2020-07-19,NovaBiz,Technology,Australia,Asia Pacific,Mid-Market,Lucas Müller,Trade Show,Hardware,10867.46,464,0.1,-4538251.3,1955560.17,2582691.13,0.3,1361475.39,1221215.74,151530.98,Credit Card,Completed,High,59,Satisfied,1.4,Yes,4,First purchase
TXN-101187,2021-06-15,2021-07-26,AlphaVentures,Logistics,Canada,Asia Pacific,SMB,Sofia Andrade,Trade Show,Software License,11361.15,21,0.32,162237.22,103560.72,58676.5,0.21,34069.82,24606.68,294377.16,Invoice Net 60,Refunded,Medium,2,Dissatisfied,1.3,Yes,,None
TXN-101305,2021-07-02,2021-08-19,Vertex Partners,E-Commerce,Japan,Middle East,Startup,Chen Wei,Direct Sales,Custom Development,9971.71,176,0.2,1404016.77,540410.34,863606.43,0.21,294843.52,568762.91,8448.82,Bank Transfer,Cancelled,High,11,Very Dissatisfied,3.9,Yes,3,Bulk order
TXN-101433,2022-03-29,2022-04-01,BetaGroup,Consulting,Philippines,Middle East,Enterprise,Carlos Rivera,Trade Show,Maintenance Plan,1871.33,184,0.21,272016.53,95669.52,176347.01,0.08,21761.32,154585.69,375901.88,Invoice Net 30,Refunded,High,8,Very Satisfied,4.2,No,17,None
TXN-101945,10/01/2023,2023-10-23,Orion Inc,Real Estate,Philippines,Latin America,SMB,Maria Santos,Partner,Custom Development,5846.08,71,0.11,€369413.8,206121.87,163291.93,0.12,44329.66,118962.27,362690.53,Check,Refunded,Critical,3,Satisfied,4.3,Yes,13,None
TXN-103235,2021-06-25,2021-08-23,GlobalTech,Finance,United States,North America,Enterprise,Emma Clarke,Direct Sales,Support Contract,1392.23,163,0.3,158853.44,57491.65,101361.79,0.22,34947.76,66414.03,304773.59,Check,Refunded,Medium,16,Dissatisfied,1.3,No,21,VIP client
TXN-101029,2021-09-02,2021-09-13,PrimeSolutions,Technology,Philippines,Middle East,Mid-Market,Emma Clarke,Referral,Support Contract,9881.56,192,0.09,1726506.16,964831.66,761674.5,0.2,345301.23,416373.27,469700.04,Invoice Net 60,Completed,Medium,4,Very Dissatisfied,2.8,No,15,Escalated
TXN-100239,2024-03-31,2024-04-14,Acme Corp,FMCG,Singapore,Africa,Mid-Market,Lucas Müller,Cold Outreach,Custom Development,1038.74,475,0.38,305908.93,154101.57,151807.36,0.2,61181.79,90625.57,345492.04,Cash,Processing,High,58,Very Dissatisfied,2.7,FALSE,16,Escalated
TXN-100927,09/07/2020,2020-10-06,Nexus Co,FMCG,United Kingdom,Asia Pacific,Startup,Sofia Andrade,Online,Cloud Subscription,10388.07,210,2.43,1897900.39,1103273.87,794626.52,0.28,531412.11,263214.41,365824.58,PayPal,Refunded,Critical,30,Very Satisfied,1.2,No,33,Escalated
TXN-104832,2022-04-19,2022-06-07,Zenith Ltd,Retail,Philippines,Middle East,Mid-Market,Aisha Bello,Direct Sales,Software License,4469.62,470,0.28,1512519.41,740893.48,771625.93,0.12,181502.33,590123.6,242325.31,PayPal,Cancelled,High,9,Dissatisfied,2.2,No,28,First purchase
TXN-102754,2024-06-24,2024-07-19,Nexus Co,Real Estate,Philippines,Europe,SMB,Carlos Rivera,Trade Show,Maintenance Plan,6950.32,400,0.09,2529916.48,1155386.45,1374530.03,0.22,556581.63,817948.4,197117.79,Cash,Refunded,Critical,10,Neutral,4.1,No,22,Escalated
TXN-100157,2023-10-27,2023-10-29,AlphaVentures,Retail,Australia,North America,Startup,Maria Santos,Online,Custom Development,3666.97,251,0.24,699511.2,288306.54,411204.66,0.27,188868.02,222336.64,295505.72,Invoice Net 60,Pending,Medium,22,Satisfied,1.7,Yes,23,Negotiated price
TXN-100485,2021-09-06,02-Oct-2021,Vertex Partners,Retail,Singapore,Europe,Enterprise,Chen Wei,Online,Maintenance Plan,7281.61,95,0.33,463474.48,298756.71,164717.77,0.19,88060.15,76657.62,411734.8,Bank Transfer,Processing,Medium,10,Dissatisfied,4.4,No,29,Negotiated price
TXN-102107,2023-04-13,2023-04-30,Zenith Ltd,Healthcare,Germany,Latin America,Enterprise,Lucas Müller,Cold Outreach,Training Package,9549.75,500,0.2,3819900.0,1721780.75,2098119.25,0.05,190995.0,1907124.25,410038.51,Invoice Net 30,Completed,High,39,Very Dissatisfied,1.1,Yes,24,Follow-up required
TXN-100505,2022-01-30,2022-03-25,BetaGroup,Consulting,Australia,Middle East,Enterprise,Chen Wei,Partner,Software License,12349.26,213,0.03,2551480.61,1273868.45,1277612.16,0.12,306177.67,971434.49,17223.83,PayPal,Pending,High,23,Very Satisfied,4.9,Yes,22,First purchase
TXN-104111,2021-01-09,2021-02-27,Orion Inc,Healthcare,Australia,Middle East,Mid-Market,Lucas Müller,Referral,Training Package,7278.65,27,0.25,147392.66,101611.95,45780.71,0.11,16213.19,29567.52,421403.21,Cash,Cancelled,High,1,Very Satisfied,4.8,No,,Negotiated price
TXN-103802,2021-07-12,2021-08-05,Vertex Partners,Real Estate,Philippines,North America,Mid-Market,,Direct Sales,Custom Development,12830.84,442,0.04,5444382.03,3303756.38,2140625.65,0.24,1306651.69,833973.96,162460.51,PayPal,Refunded,Low,47,Dissatisfied,1.9,Yes,33,Follow-up required
TXN-100907,2023-07-17,2023-07-20,  NovaBiz  ,E-Commerce,UAE,Europe,Government,Emma Clarke,Direct Sales,Software License,4933.23,92,0.11,403932.87,266677.92,137254.95,0.27,109061.87,28193.08,277167.49,Check,Refunded,Critical,0,Satisfied,3.2,No,23,Renewal
TXN-100731,2020-03-17,2020-04-05,AlphaVentures,FMCG,Canada,Africa,Enterprise,Lucas Müller,Trade Show,Maintenance Plan,10318.07,30,0.4,185725.26,83944.42,101780.84,0.1,18572.53,83208.31,111986.07,Invoice Net 60,Pending,High,2,Very Satisfied,4.3,Yes,13,Follow-up required
TXN-103046,2023-12-10,2023-12-21,NovaBiz,Retail,Germany,North America,Government,James Teller,Online,Custom Development,4525.98,283,0.29,909405.16,460169.53,449235.63,0.21,190975.08,258260.55,153909.03,Check,Processing,Medium,20,Very Dissatisfied,2.9,Yes,23,VIP client
TXN-103795,2023-01-16,2023-02-22,Zenith Ltd,Logistics,United States,Africa,Government,Carlos Rivera,Trade Show,Integration Module,8646.32,360,0.38,1929858.62,1049202.96,880655.66,0.24,463166.07,417489.59,412931.11,PayPal,Refunded,Low,14,Neutral,2.5,No,9,Renewal
TXN-102602,2022-09-26,2022-11-06,Vertex Partners,Finance,Germany,Africa,Enterprise,Maria Santos,Cold Outreach,Maintenance Plan,7400.38,459,0.34,2241871.12,1343072.79,898798.33,0.06,134512.27,764286.06,13983.01,Bank Transfer,Cancelled,High,21,Very Dissatisfied,4.9,No,19,Urgent delivery
TXN-104183,2021-02-18,2021-03-07,Orion Inc,Logistics,Canada,Asia Pacific,Enterprise,Aisha Bello,Social Media,Training Package,3872.4,36,0.21,110131.06,49097.26,61033.8,0.24,26431.45,34602.35,355473.08,Invoice Net 30,Cancelled,Critical,1,Neutral,3.8,No,33,First purchase
TXN-101471,2024-10-08,2024-10-22,GlobalTech,FMCG,Singapore,North America,SMB,Emma Clarke,Online,Maintenance Plan,10621.67,385,0.33,2739859.78,1877869.11,861990.67,0.19,520573.36,341417.31,359117.27,,Pending,High,50,Satisfied,1.1,No,24,Follow-up required
TXN-101501,2023-09-16,2023-11-15,Vertex Partners,E-Commerce,United Kingdom,North America,SMB,,Referral,Consulting Service,450.08,233,0.25,-78651.48,43282.19,35369.29,0.17,13370.75,21998.54,119427.39,Check,Cancelled,Medium,28,Satisfied,4.9,Yes,12,First purchase
TXN-102778,2021-01-08,2021-01-18,AlphaVentures,Retail,Australia,Asia Pacific,SMB,Maria Santos,Direct Sales,Integration Module,2315.13,65,0.35,97814.24,67662.48,30151.76,0.05,4890.71,25261.05,195508.93,Invoice Net 30,Completed,Medium,5,Neutral,3.6,Yes,31,Bulk order
TXN-101451,2022-08-10,2022-09-05,BetaGroup,Healthcare,Singapore,Africa,Startup,Emma Clarke,Online,Maintenance Plan,11182.24,189,0.05,2007771.19,943470.36,1064300.83,0.19,381476.53,682824.3,243682.91,Bank Transfer,Refunded,Critical,20,Satisfied,1.2,Yes,2,
TXN-101200,2022-07-28,2022-07-29,BetaGroup,E-Commerce,UAE,Latin America,SMB,Emma Clarke,Referral,Training Package,7959.84,42,0.31,230676.16,151958.7,78717.46,0.2,46135.23,32582.23,44849.14,PayPal,Refunded,High,2,Very Dissatisfied,2.4,Yes,20,Escalated
TXN-100742,2022-08-26,2022-09-05,PrimeSolutions,Real Estate,UAE,Europe,Mid-Market,Emma Clarke,Partner,Maintenance Plan,6000.01,61,0.18,300120.5,148918.68,151201.82,0.27,81032.54,70169.28,322758.3,Cash,Pending,High,2,Neutral,2.2,Yes,14,First purchase
TXN-104861,2022-05-07,02-Jul-2022,AlphaVentures,Logistics,Japan,Europe,Startup,Carlos Rivera,Partner,Consulting Service,2698.99,48,0.33,86799.52,58875.52,27924.0,0.27,23435.87,4488.13,426210.6,Invoice Net 60,Refunded,Low,1,Very Satisfied,3.0,Yes,19,n.a.
TXN-100677,2023-02-07,2023-03-28,Nexus Co,Technology,Brazil,Middle East,Enterprise,Lucas Müller,Online,Consulting Service,5565.51,92,0.06,481305.3,325483.93,155821.37,0.11,52943.58,102877.79,9329.51,Credit Card,refunded,Medium,13,Satisfied,,Yes,11,Follow-up required
TXN-103699,2020-02-13,2020-04-05,AlphaVentures,FMCG,Philippines,Africa,Government,Maria Santos,Social Media,Analytics Suite,3727.17,194,0.12,636302.46,382328.87,253973.59,0.14,89082.34,164891.25,334935.02,Cash,Pending,Low,0,Very Satisfied,4.0,Yes,11,Bulk order
TXN-101946,2021-09-24,2021-11-16,Orion Inc,Manufacturing,Singapore,Latin America,SMB,James Teller,Cold Outreach,Custom Development,259.81,467,0.18,99491.64,44371.74,55119.9,0.28,27857.66,27262.24,130267.97,Invoice Net 30,Refunded,Low,1,Dissatisfied,2.3,No,8,VIP client
TXN-104692,2026-09-27,2021-03-28,Acme Corp,Finance,Australia,Middle East,Startup,Emma Clarke,Referral,Support Contract,13248.69,189,0.06,2353762.27,1630955.66,722806.61,0.1,235376.23,487430.38,461920.45,Bank Transfer,Cancelled,Critical,21,Satisfied,5.0,No,10,Renewal
TXN-104904,2024-12-11,2024-12-24,GlobalTech,Real Estate,Germany,Middle East,Mid-Market,Lucas Müller,Referral,Custom Development,2744.98,352,0.33,647376.08,263754.4,383621.68,0.18,116527.69,267093.99,131340.04,PayPal,Completed,Low,45,Very Satisfied,2.0,No,8,Standard order
TXN-103392,2020-11-05,2020-11-30,Nexus Co,Logistics,Singapore,Africa,Government,Sofia Andrade,Referral,Hardware,14286.12,75770,0.04,6692761.5,3308392.27,3384369.23,0.14,936986.61,2447382.62,424488.15,Credit Card,Cancelled,Low,50,Dissatisfied,2.2,Yes,14,Renewal
TXN-101647,2023-11-11,2023-12-20,NovaBiz,Retail,United Kingdom,Latin America,SMB,Chen Wei,Direct Sales,Support Contract,1689.15,227,0.14,329755.86,143393.39,186362.47,0.22,72546.29,113816.18,184502.63,,Cancelled,High,29,Very Satisfied,4.8,Yes,6,Negotiated price
TXN-104446,2024-01-02,2024-01-20,Orion Inc,Healthcare,Canada,Europe,Mid-Market,Priya Nair,,Cloud Subscription,7344.36,285,0.37,1318679.84,558972.53,759707.31,0.05,65933.99,693773.32,345268.12,PayPal,Cancelled,Medium,42,,3.8,No,22,Escalated
TXN-100179,2025-06-01,2025-07-07,BetaGroup,FMCG,Brazil,Africa,Government,Priya Nair,Social Media,Maintenance Plan,854.34,381,0.1,292953.19,166162.05,126791.14,0.25,73238.3,53552.84,435708.46,PayPal,Refunded,Medium,53,Very Satisfied,4.6,Yes,15,VIP client
TXN-100642,2020-06-15,2020-07-12,GlobalTech,Healthcare,Japan,Europe,Enterprise,Carlos Rivera,Online,Maintenance Plan,5186.42,36,0.2,-149368.9,80777.06,68591.84,0.18,26886.4,41705.44,322700.26,Credit Card,Processing,High,3,Very Satisfied,3.2,Yes,10,Escalated
TXN-104054,2022-10-10,2022-10-17,Orion Inc,FMCG,Philippines,North America,Government,Maria Santos,Online,Consulting Service,7857.55,245,0.04,1848095.76,682876.6,1165219.16,0.15,277214.36,888004.8,108291.14,Invoice Net 30,Processing,Critical,4,Very Satisfied,3.8,No,15,Urgent delivery
TXN-101084,2024-12-04,2025-01-25,NovaBiz,Technology,Japan,North America,Startup,Lucas Müller,,Custom Development,8225.0,80,0.37,-414540.0,238967.49,175572.51,0.19,78762.6,96809.91,323569.82,Credit Card,Completed,High,10,Dissatisfied,3.0,Yes,7,Standard order
TXN-104147,2021-01-27,2021-02-26,Acme Corp,Retail,UAE,Latin America,SMB,Chen Wei,Online,Hardware,9282.18,243,0.09,2052568.46,1258585.03,793983.43,0.24,492616.43,301367.0,245190.13,PayPal,Pending,High,36,Very Satisfied,4.9,Yes,34,First purchase
TXN-101907,2024-11-25,2024-12-24,Acme Corp,Logistics,Canada,Europe,SMB,Lucas Müller,Referral,Custom Development,7149.73,70,0.27,-365351.2,138015.95,227335.25,0.16,58456.19,168879.06,106152.58,Cash,Pending,Low,1,Neutral,1.6,Yes,26,Escalated
TXN-104500,2022-05-26,2022-06-28,Vertex Partners,Finance,Singapore,North America,SMB,Lucas Müller,Partner,Software License,11608.01,497,0.29,4096118.49,1569182.17,2526936.32,0.29,1187874.36,1339061.96,489908.82,PayPal,Completed,Critical,30,Very Dissatisfied,2.5,Yes,30,Bulk order
TXN-104311,2020-08-20,2020-10-02,Vertex Partners,Logistics,Canada,North America,Mid-Market,Lucas Müller,Online,Maintenance Plan,1150.63,45,0.1,46600.52,30048.06,16552.46,0.23,10718.12,5834.34,387462.67,Credit Card,Completed,Medium,3,Dissatisfied,4.7,Yes,5,None
TXN-103199,2023-10-14,2023-11-07,Nexus Co,Healthcare,Germany,Europe,SMB,Sofia Andrade,Trade Show,Integration Module,14511.97,384,0.29,3956543.5,2437754.25,1518789.25,0.24,949570.44,569218.81,335856.7,Check,Pending,Medium,55,Neutral,3.9,Yes,36,First purchase
TXN-102907,2023-05-24,2023-07-02,AlphaVentures,Manufacturing,Philippines,North America,Startup,Emma Clarke,Partner,Maintenance Plan,11761.0,123,0.39,882427.83,330566.89,551860.94,0.07,61769.95,490090.99,414753.39,PayPal,Processing,Low,7,Dissatisfied,3.9,No,13,First purchase
TXN-103106,2023-11-30,24-Dec-2023,AlphaVentures,Real Estate,Singapore,North America,SMB,James Teller,Direct Sales,Software License,1160.63,476,0.02,541410.68,304275.57,237135.11,0.29,157009.1,80126.01,58583.68,Bank Transfer,Cancelled,High,67,Dissatisfied,4.9,No,12,Urgent delivery
